checkin_ID,business_id,weekday,hour,checkins
7315,Tc0okkldQiVUOdeocZUV4g,Fri,19:00,2
7316,k57YAz2gkeXgAYij7JIxjw,Mon,0:00,1
7317,6CjVFTO7F-q8BP7oQKB_9g,Sat,15:00,1
7318,QR0ohw7prXsfFXR2C6ETBg,Sun,11:00,7
7319,PBiD-dGaxl0V8qq8mJH9DA,Sun,0:00,1
7320,rOKEgdzmhzT99Ob_OmPE0Q,Fri,21:00,3
7321,60ZzucldNCfdCEmUxujmAQ,Sun,19:00,6
7322,IFLaJq1N5-_fbdNyymbkqw,Sun,5:00,1
7323,_GV-hbZuyQaiLZjzv-ikIw,Wed,20:00,1
7324,sMzNLdhJZGzYirIWt-fMAg,Tue,22:00,31
7325,OepFA-XhIgkBuiByqEKEkw,Sun,2:00,2
7326,ewAu6BzXCKEcT4304F36vQ,Tue,23:00,1
7327,AVwE6GQmlCTAjaDbli4IKg,Wed,23:00,3
7328,3XFKrCj8vPWO2ZIYYL3iyA,Sat,0:00,1
7329,dJuxA0paONof3QiMAN8d7Q,Sat,19:00,13
7330,gHoP4eJimaMltfUlp6EP4Q,Fri,6:00,2
7331,trRoGNmBW26V43ApaKqPmw,Sun,0:00,2
7332,MZRqxvBkJLjKcoOjNz7yLA,Sun,20:00,4
7333,32_3MEy0qFnJiZsj9Zqblg,Sun,21:00,1
7334,mzGBNRnQj7Jcyj0qntt7ag,Sat,13:00,1
7335,siqdtAZpwI3HmbawzC-15Q,Mon,2:00,2
7336,zcfmbmOEX83YL04f9_Y0BA,Sun,20:00,1
7337,kca4vhZOuOHJfyC1teFimA,Tue,6:00,1
7338,Iq1P8S3--gqd50xoQJxpqA,Wed,15:00,2
7339,OJUTch0E4ZLtN8hQH2oFYg,Mon,19:00,1
7340,ybZJ4q8QU72A2E8sOYDuZA,Thu,22:00,1
7341,DCKp_WVJ2VCtzUamsMavuA,Sun,16:00,1
7342,MZeRC4svt7G95J11DHzGfw,Wed,23:00,1
7343,Ze4VPogvcD7inc3QuvY_yg,Sun,3:00,4
7344,IdjZYxqGmqrFpAikkoIDcg,Sun,23:00,1
7345,gcCvvGqkdYEt4ZEy4E150g,Sat,19:00,1
7346,UotZUkpcI0p2J8RUAD36Ng,Mon,20:00,1
7347,Xj7DIGRHEchJ-VVdISazQQ,Sun,3:00,55
7348,uhSd71IPRQJCGgGw7obY3Q,Tue,1:00,1
7349,KpQEDnwAcMoQR1DE30GDPw,Tue,1:00,1
7350,cezXueCCEUYphNJ_jl9PhQ,Thu,5:00,1
7351,ts68YQ8CmjfnxhzLyLpWUg,Tue,22:00,1
7352,ODQq6ba0rtpT2Iw0gY68Ug,Mon,22:00,1
7353,yYwPvqTtIZ1JX5wrwy73rg,Sat,20:00,2
7354,1KbcmHmjwUN1OKKDi7xLnQ,Mon,11:00,1
7355,WOajKcXJOelEwya-fI_bcQ,Sun,20:00,1
7356,a-4SLIoCbHts1Rm0ltJJjg,Mon,10:00,1
7357,r1SfvWKoRQcoMoGy9ou-JA,Sat,15:00,1
7358,ZIUs7gncPOX0OXr1ZYviAQ,Sun,1:00,32
7359,xL-Ckvr8k8vEBJxC1wsCqQ,Tue,22:00,5
7360,Kal1hFMTEzdXYpa5MNzUPw,Thu,4:00,2
7361,pf6600GFPmpPX4GrrasyFg,Fri,7:00,1
7362,ZprB2IRXOwbzemNBFuIlZQ,Sun,8:00,1
7363,JY0MUVkrGZ8JQYQSLqWnpQ,Sun,6:00,4
7364,VG0FQ_kux8e-0rC9Us28JQ,Fri,4:00,2
7365,xrTjsWjCLEp6e2X7GGO2iQ,Sat,19:00,4
7366,efMDX68VIiVcYE4Rd14bXQ,Tue,23:00,1
7367,09a8Mrd3STr4AxokKgbZHA,Thu,0:00,1
7368,FoKx_RP4kUM-aiGo3wlUUw,Fri,18:00,30
7369,pv4jrOOJh99Om_L76SepVg,Fri,14:00,6
7370,u0KWFEkp2KCaB0ebmvi4Kw,Sat,0:00,3
7371,WWWufR135GEXKynwYjLdGg,Sun,19:00,2
7372,ugGqbJFuVs4pEyrvDS1TYQ,Sun,21:00,2
7373,z1rbjaalckFlRrdw_dCqxw,Sat,16:00,2
7374,6i85_hLuAdymNIy01LLl0g,Sun,16:00,6
7375,iQJ0IvKNbOh_6DSkUCv9dQ,Sat,19:00,1
7376,yF9G4dJAm94pfnEWzPtPYQ,Mon,1:00,25
7377,IVAI4jFwRANbNCST-yhAHQ,Tue,1:00,3
7378,OEZxI6lP1pjQwfLPbO-AOw,Tue,19:00,1
7379,VJVEDDJKccmrW1fhJCWmsQ,Thu,18:00,2
7380,CvsTfS2pIWwZbwusZL4x0Q,Sat,1:00,3
7381,6roYDeCtF1wcXfQ9iaRv7g,Sun,21:00,2
7382,UnJUQ-NlOJLT4Xz2imsGmw,Sun,21:00,1
7383,mPfdYJj4d5KBPINDkaZY-Q,Fri,18:00,7
7384,Fq6tvdwtKV7Kk3_33oONQQ,Sat,4:00,1
7385,km5aBHRss5ir_B0jvEErzQ,Sun,4:00,39
7386,6wwz7b5xehEilPx98ZnZtA,Mon,21:00,2
7387,e2r5_zNwNu4kVBnpFRv0AQ,Mon,8:00,1
7388,B-iNy2W5Botk4Cusp5BVyA,Sat,17:00,1
7389,I0OqZva8k94X1zYq9jlfHQ,Sat,23:00,1
7390,uBLbrWYocUNi0ResTuApyg,Wed,17:00,1
7391,GtkxSYxyM6XqcChFuzMjxw,Mon,17:00,2
7392,HiYHyO1_PiraXpm72ycbEQ,Tue,2:00,2
7393,Z7kHDygKJ4kGxdkJc-Nanw,Tue,17:00,1
7394,McoGYpK3JgrX377D7Crs6Q,Thu,2:00,1
7395,i3JfZmMPX3cnaLJsszoetg,Thu,16:00,2
7396,PxoBae2DdxirOTdwRIsb2g,Fri,16:00,1
7397,WkUTBoFgS-8jg9eV-DUkqQ,Wed,16:00,1
7398,tFrMJBNNNiqjjpJNGVtMKQ,Mon,0:00,1
7399,2XUJM063C50TLfK-s902cQ,Tue,15:00,3
7400,z0nVjbfDw8eb7N57HWNg8w,Sat,17:00,1
7401,VfXvuE1U6tAakq0uzXpGkg,Fri,15:00,1
7402,yV7f80Nw8nJGilZpRnS6HQ,Thu,15:00,5
7403,pajvV_6xebKIE7GBh4Z1xA,Thu,22:00,4
7404,IfUkm42SB9D0m_ZbkQ711A,Fri,16:00,1
7405,R0iz7n80-mDo2_uL_Q5ANg,Fri,23:00,9
7406,YI08egmS9lWWB6N6MmrePw,Thu,20:00,19
7407,piJeE_GQxpYE3hvqW__jvA,Thu,19:00,8
7408,Iv5uLuPULugH4YG3nyNBcw,Tue,20:00,32
7409,Xny0n0s98TpP82sQxfgIMQ,Thu,22:00,1
7410,HJIO1moSP5MWu6TRVla8cA,Wed,13:00,4
7411,ZX9lDyUg4qOqWtVZn0-uqQ,Thu,0:00,1
7412,E0OKctOhZpUQgwUUBc_RwA,Sun,1:00,8
7413,NblDoJBEwhkJyvAuxzh4rg,Mon,19:00,5
7414,jyZqmlaziZKtPv8AVTzciw,Sun,16:00,3
7415,8Aswo1-FW3_8PKVyM_oVQg,Mon,1:00,1
7416,S_9OaE_RBWBIXnUKvxJKsQ,Sat,23:00,5
7417,4Fylkp8eS2FD9-53eycqLw,Thu,16:00,1
7418,MeT58u9wjpvgWbWBKxKMzw,Tue,19:00,11
7419,sZNiNX2KRMsGPWZl9NZqEA,Sat,15:00,1
7420,fBtBizbJDlcXfAOb8GmFsg,Sat,2:00,3
7421,em3TpGN9BAA85u2lXewDiQ,Fri,0:00,3
7422,cJSnqAKVvEz4an0WamwS4Q,Sat,22:00,1
7423,RsOhyOHX_d3v-3tHJWgx6A,Sun,8:00,5
7424,JjgP9OYbcQorwaPyYPol4w,Sat,1:00,2
7425,8EW5feymCaQhdKS5A4UDqQ,Sun,23:00,7
7426,Fo2woDmc7zzHfsYIZ38YdA,Fri,18:00,2
7427,CIUI73p0D9TSCUvNznn_Eg,Sat,14:00,1
7428,K04Pbn_5-xNidh0-xkI9vw,Sat,2:00,3
7429,Xg5p0LH1zE0ew0CDt6nuqw,Sat,9:00,1
7430,QAeOs1iB3fyn5xXl72aH8w,Mon,16:00,1
7431,mwERWE8IqgcmPHg3cpCfNA,Tue,20:00,1
7432,6zKU06XeCBdRDnzgNB5NmQ,Thu,0:00,2
7433,eor-8FeKLBLo_7RM_08zVQ,Wed,7:00,1
7434,lM1xDg2cPgsK-gxnoXAqCg,Sun,15:00,1
7435,c7I_UpoNg7ZP8UClLhbSUQ,Sat,22:00,1
7436,ZeLSZRm_l0Aw7idB3_fKbA,Mon,11:00,1
7437,ZQCu2fgGoatxA6aAm82axQ,Thu,2:00,1
7438,3dG81ZT3TjPdRARfClWMkw,Tue,4:00,1
7439,1VKjDpPJdVoiRc8I9f7U9g,Thu,19:00,4
7440,mRv3Z25F56qduMKnvnCkVA,Sun,0:00,4
7441,JdXWoFcLDxE7OhC63r8zAQ,Mon,3:00,1
7442,irIlJXjACHPzL0Xtm5lDAA,Tue,13:00,1
7443,pmrHuQiy25xKB86tbOLBlA,Thu,16:00,2
7444,XggUqVcri5eth2_ZqILqqA,Mon,22:00,1
7445,_x0t2oIIOW8gbq2AfibjTQ,Tue,22:00,1
7446,uqQiIHebnBXCLCWZQkjtiA,Fri,5:00,1
7447,d47eKkCx3y3N2Eqtzmuc8A,Sun,18:00,10
7448,OHKLSUanPcaAQMYkHDBdSw,Sat,3:00,6
7449,yrUDeng1LrDvgyyjI5GiHA,Sat,18:00,1
7450,JrlWOpx0n6SgQQrZuv9u1Q,Sat,16:00,3
7451,WKz2Jmmt1B_VbHlAbfQNzQ,Wed,20:00,45
7452,NsPR0AJUbs3WyPVgBOxggg,Sun,19:00,1
7453,9itSiLIf9NEKoTWoRkkw2w,Wed,1:00,3
7454,fja2EnaSxKu1D7uctMhw-w,Tue,17:00,1
7455,12P7GjIoq6oj7qCyJ_c0Ag,Thu,2:00,3
7456,A37JfEzlKQygyzA-5p2dWw,Sun,3:00,3
7457,NfherXrZN2oUiSmxiOQatQ,Fri,3:00,1
7458,NoF90rswXBHESSyDaWeKKA,Wed,20:00,3
7459,wTM0rpskJ3JILGBs295X-A,Thu,0:00,1
7460,mAhu38hHUQyOatamyQsOww,Sun,17:00,1
7461,ovUpJb8MrUGae9I7nqJKVg,Sun,8:00,1
7462,rS3KdecMS-EF4H3VtmkxBw,Fri,1:00,3
7463,0cf-w9PK5gLkBkitL3bdqw,Thu,3:00,2
7464,18lq5_ENcEg2aepblK3Isw,Thu,12:00,1
7465,RHO331ipxuIYqvmn__Sxwg,Mon,16:00,3
7466,XHVwfpAR4cna4zboZ5rPtA,Wed,19:00,1
7467,7qjec-nTvcreVCkVur45fw,Mon,0:00,1
7468,A5iG16s4QpPuU4HplWhlyQ,Wed,19:00,2
7469,g3wJ3T0ksO4xgDS6KIDY1A,Fri,16:00,1
7470,gHoP4eJimaMltfUlp6EP4Q,Thu,19:00,11
7471,3p0SYIaMbJ8j-yeK_do5Qg,Wed,15:00,11
7472,XcQ6TxTL_Nog2YUKgQSauQ,Sun,18:00,16
7473,oM8GqWtU1_ld7lLnYe3KcA,Sun,18:00,3
7474,gsNzoJQb8VLLkkZJ9UEf8A,Wed,1:00,1
7475,maohIMvFHAg2kSIEDjAQEA,Sat,17:00,2
7476,tGBeFfwXCUZOsb0YWiMWIA,Sun,1:00,2
7477,amNromvj2O7OAYYrlDEUcQ,Mon,8:00,2
7478,zY0ADAggoPSYv6F48lj64g,Wed,15:00,1
7479,J0VhheD10-2A1iYm_5T6wQ,Fri,14:00,1
7480,zaOer9HLHFkWUd2_Fi3rrQ,Sat,21:00,7
7481,UoS_IvuwY-8mAq0PY7n0kg,Sat,22:00,1
7482,G-lKo-8LGG9mhB28cdQ3eg,Thu,20:00,1
7483,zEd5XxaSqrITq3hO2pS2tQ,Tue,17:00,2
7484,sygCNHGHaRaj8h0UoqcjDQ,Thu,18:00,1
7485,C-6ntT2ss7axyMhR3XmZBQ,Sat,23:00,1
7486,jhltlkydsSTEPN3QIVq1gA,Fri,22:00,2
7487,87j14nON0RPB9DSkcWsF7g,Mon,20:00,29
7488,fe6YW5wLAeWQBATPf494DQ,Sun,13:00,1
7489,_PVqHUwjev4oOXomC7pk3w,Mon,4:00,6
7490,pd0v6sOqpLhFJ7mkpIaixw,Sat,22:00,4
7491,12JsTr2m9Y66nGvTB6Knqw,Tue,15:00,1
7492,gNg1GXdESMs_ChlZKR7TFQ,Sat,20:00,1
7493,Tz3j-pyut4pfWQADVhqlKg,Wed,23:00,2
7494,cXHKyZfuaObtVi10hQqLcg,Fri,16:00,1
7495,cDAaBYERHyhOoX7EovtZMw,Wed,3:00,14
7496,FZC2qTXM-Cz2cPfAl4xGOw,Sun,18:00,2
7497,gbsDvIBVQtVTpzUUzlE3GA,Thu,22:00,2
7498,aVkVDJ01OgvNwhlCUz_bng,Fri,3:00,12
7499,i_K9elBRuVJsKEl8nsu5Yg,Sun,21:00,2
7500,wwgRu0TAMX8rfRhsiI0ifQ,Fri,1:00,8
7501,GRaFqN1QdLFRZpQR-03Dvw,Wed,6:00,2
7502,XsSgv3vBOyOBXn3Co8EVIg,Tue,9:00,1
7503,0GS6_96ld7mdEfgKhoDliA,Mon,0:00,7
7504,JJ8ypBu3b--fy4HA5RB1gg,Sat,1:00,6
7505,iOhHDavGdswJQlPW5luGaw,Thu,21:00,1
7506,0DaSqjKtm8JJEv2nmL4cgw,Fri,23:00,7
7507,Q0geHgjG0AcjpziCSGAqSQ,Fri,2:00,1
7508,ehUN_XAWr1ePov0jtgv0Lw,Fri,19:00,2
7509,y7mmffeANZm85EYQyU7q0A,Wed,17:00,1
7510,AtD6B83S4Mbmq0t7iDnUVA,Sun,23:00,28
7511,7um-gnjmA5sqnUcM9Gh2Mg,Sun,23:00,1
7512,_ikylomPLdTgVtE0xWR_1Q,Fri,4:00,1
7513,TQqhfjlPVEz41K_wAogQSQ,Tue,16:00,1
7514,hYDuqQxBUnW7c2krqSxEuw,Wed,19:00,1
7515,QtLjlLDBLHN52WXQjN_-WA,Mon,19:00,1
7516,niqIaJy9UXu-DS7BIUvUoA,Sat,1:00,7
7517,NWwBrQBLYXwe-EU860rfAg,Fri,22:00,6
7518,piGQNN6ECbSC0agHhvoVeg,Sat,6:00,2
7519,YKr-1BT3IBCaXJWuQWGj0w,Wed,7:00,1
7520,JmVHS1JtH7MfyAmDOqGmCQ,Tue,15:00,1
7521,fizLtE2fNVEB1K8GRRZPSg,Wed,0:00,1
7522,0RbFRb-Ov60aiTWmM3XciQ,Fri,18:00,2
7523,A6kPqeEt5OICEvOpUa9rCw,Mon,17:00,1
7524,lxunwc4AHLJ_MaDVRlUyEw,Sun,1:00,2
7525,vOo-CI3RvbPA-M2xaEIfGg,Thu,19:00,3
7526,p-X4GIEBcLZsXLcfDpXhEg,Fri,15:00,1
7527,qZQI5SSqreUqVHl8i8JwOA,Fri,3:00,6
7528,8mx_TpMhpFLdQi_K5aPdOg,Wed,16:00,6
7529,W4sNI_ZMvgzN9vwUNu4ViA,Sun,22:00,2
7530,Kdl4vRpAHTfA4iBWlu15NQ,Thu,23:00,3
7531,nDfN1RkA40anfzjFGRO8qQ,Mon,4:00,1
7532,Grh51YrF3U73oo8iUyIRMg,Tue,13:00,1
7533,fOz7RpohSqGKU9Y4ThTrDA,Thu,14:00,1
7534,HnovAIOclChHoF4Di7KR2w,Mon,15:00,1
7535,AuhUQ1aawxIGHt25lUBIgw,Thu,18:00,1
7536,F-Nt6tEbS-sF6FJKoBDP5A,Fri,14:00,2
7537,cCjNfJT_zggboDCooV29Sg,Wed,18:00,1
7538,zRxKrysFBrKH76yhyVdrRA,Sat,18:00,1
7539,LhxfGvL-0AWf8vkwy9NGPw,Wed,23:00,2
7540,Fi-2ruy5x600SX4avnrFuA,Mon,15:00,5
7541,yTur95e-pqQCYGGyVp6rAw,Fri,21:00,8
7542,Or7FgbgY8ML30zgYj_DCwA,Fri,15:00,1
7543,YqjDX0TPge-EB73uzgyS3w,Mon,19:00,1
7544,FQiYG7rU54I95EVxzMmV7w,Sun,22:00,1
7545,DbTpQB1BSi76naw2aHXouQ,Fri,16:00,1
7546,JSUmoa3hFNfoDYLbYNNLOQ,Sat,19:00,1
7547,m16v3Xf6-35vCUDLU95OLg,Sun,7:00,1
7548,eQL6UKYvkWERh21rF0Blnw,Wed,17:00,1
7549,Axw7dH_vFdUwlLEEkW_x2Q,Sat,14:00,1
7550,qORxYunpxPCLetViuZUXSw,Fri,9:00,1
7551,Geg9W1SFhY9GWz8up0Cpmw,Wed,20:00,1
7552,pZWkAFK2Dlty3H5RdC67kw,Fri,22:00,1
7553,ax4ztJvW28xgGvI0OPqGcQ,Wed,19:00,7
7554,XD5yy714NkCMpzO4tnQF4A,Tue,18:00,1
7555,YxV3buQWK8JB9m2dPM36Ew,Wed,19:00,6
7556,hoskgfXQRZXc9HV48nVFvg,Wed,0:00,4
7557,ya6FwbOTZdPxSODDdJYT8Q,Tue,0:00,1
7558,aPuL6laAWP22oLffbXxzvA,Fri,23:00,1
7559,_y1Et7f4NE6D1P1GzphlIw,Sat,20:00,26
7560,kULyjAdIe8n-WhPoHw893w,Fri,18:00,3
7561,L6_aLk5-BVD25LBFjKzdQw,Mon,3:00,1
7562,lGoO7JBynVIYnufsIiom9A,Sun,15:00,3
7563,rN3XnPL0hqE-7qBUfAbCTg,Fri,0:00,2
7564,fZioXnBVf-KAsCFX-P2whg,Thu,22:00,2
7565,jW_hNGlYJw2Q2ssYDHihfg,Sat,17:00,5
7566,Q6f-wJvMLbfcypKMJnad3w,Wed,21:00,1
7567,GpSL1EREYGriXki8XyUSgA,Sat,22:00,1
7568,lYFpDTiVMNrpkpFyIEcc_w,Sat,22:00,6
7569,0Fln0xZBGfxvRd66pbZ3ag,Mon,2:00,1
7570,3lRFcrfR3IrSAQJtrnn80A,Sun,22:00,1
7571,7xWbvNsFeKaJTurdHFrnqw,Sun,0:00,7
7572,NOiy9SBKXCKvbNzpZwOuIw,Thu,18:00,1
7573,Jl_jjwJnIsE7XRqO2SN25A,Thu,18:00,1
7574,x35GYKpf_yEzkd7gtQ1gZQ,Sun,13:00,2
7575,cDoo0Pf1d_P79Rq3ZNk-Mw,Tue,1:00,4
7576,rZiGxTgrDcoQrQjzzm4vFA,Sun,17:00,8
7577,ujnkGDJvDHiq7hT4tl8xxQ,Fri,16:00,2
7578,GBchQaTbX8Le8Az8to-MeQ,Sat,15:00,1
7579,NaqR4ptSaeqm33-rAtBz0w,Thu,1:00,1
7580,s1iaN6rBT9yUfuCUYNPX0A,Fri,5:00,1
7581,tZ1CII-IQ6LgUWdDexDUAg,Fri,21:00,2
7582,oJ7mF-fW8GuEoUZ8BSA37Q,Wed,22:00,1
7583,Q-fXNh68OldNdotEVEJuhQ,Mon,15:00,1
7584,yLXofv8jOox6COakZBEhJg,Wed,16:00,1
7585,4Z7MEDgJU6kjCcJA4mfQeQ,Fri,14:00,1
7586,m8DYlgXxE2DY1CDQd9ZhYQ,Thu,23:00,1
7587,fohiSblnCqYNFkYHYwNbuA,Fri,23:00,2
7588,0FHfkDxKSeDuyAEeaY6X-Q,Sat,19:00,7
7589,K7ESHh6Uh5NptgI5bfsShQ,Fri,2:00,3
7590,blBZJ_UbVb2ieOcktYRuZg,Tue,22:00,9
7591,y8d90Pt16Nip-B5UXWBP-w,Tue,5:00,76
7592,PmROyaqye5gch5av2oSveA,Fri,21:00,12
7593,FYqFfaxVRW6pdviONXIoDw,Wed,0:00,26
7594,H8qpFitIesth86zqR4cwYg,Thu,16:00,128
7595,NqBIjWyz2QKiAF0FsbWQUQ,Tue,16:00,1
7596,19r0pwKG8aeEO_hjDtDouw,Tue,1:00,1
7597,KsvJoqJ4aRqv0XYoNdbXXw,Sun,21:00,1
7598,lWDo5lDJNF9JABDSFHGk-A,Fri,20:00,4
7599,HU7yPtYVgStoZl6t40wdHg,Tue,15:00,1
7600,bLE0-lzGVbuHC0GSMquC1Q,Sat,23:00,2
7601,9k-q8w2MsVuc1KcpwKZ2Hw,Thu,18:00,2
7602,xGehdO3B97u34TOKZHWmpA,Thu,16:00,1
7603,tDYcVluqZwieulc1iqxGXg,Mon,20:00,4
7604,9g3CNzrSiWPCbw7lzW4diA,Fri,21:00,1
7605,Fm7EGk0qdH__Jn89UcaQwA,Sat,21:00,1
7606,OzLxFDDGsKCSVmzK4B_jiQ,Tue,21:00,1
7607,POx6Os-tAeknhCLigS9NuQ,Thu,1:00,1
7608,tuDy8K7GhjME3b7-euTVxw,Thu,15:00,1
7609,AdB7a8eo7uK_Fq-aX6_l8g,Sun,21:00,1
7610,k9LOFnY_Dn0ctUU0UYBNdA,Wed,19:00,4
7611,7_10VofmZRaX0611hYgrPg,Fri,20:00,1
7612,ZLA3QgNVHsBFJfW3hrLzLg,Fri,19:00,1
7613,4LYbQIcNjB9pPbI_0JPgqw,Tue,18:00,6
7614,ZjSzUWHtnpCfjsa7CksSOg,Mon,20:00,35
7615,8CC5a3KFZ3bzm4Kn_g_WYQ,Sat,20:00,1
7616,oSrTdvRGrJ24ofcquIFoPA,Sat,19:00,5
7617,BxdqmlJ2W64W9H7o4JmQqA,Wed,20:00,1
7618,KbZNY_lZRNp0BcWbwalpyQ,Tue,1:00,34
7619,M64mDfxaHtBGdn6AoTVwxg,Sun,22:00,1
7620,4K5NUsinIgtq-yuxdp2HdA,Sat,19:00,17
7621,N1BTJaWnLsCVsJ3I41EPdg,Tue,17:00,1
7622,JQwMRgCMZJhIDxec1z7URQ,Wed,23:00,4
7623,c8ongEEBmYFp_Xy4NKyzSQ,Fri,0:00,3
7624,l4pAkHCVUKAcDvo-iNSbYA,Sun,14:00,1
7625,02PClFOewdXOHyd9ize5nQ,Tue,20:00,2
7626,U3TcXRK-IajoqZ70IO5vJg,Sun,15:00,1
7627,Q8DwQAKYugHSm9os3AGS1g,Fri,23:00,1
7628,QwY9BAF5VorqbjZQpvYQmg,Tue,16:00,1
7629,cXgXRqB40CGHEMKQgxLDTg,Thu,23:00,7
7630,l0jSI_t4rm4Q3zb74mp0Kg,Sun,15:00,1
7631,dc0WIchrnM857vYVsDVO6A,Thu,17:00,1
7632,GzYqKkn3801PhpaeljwTFg,Mon,1:00,1
7633,rA0GXKkrUOle4KGdYfjiPA,Fri,15:00,1
7634,4-aAofgQxWW7jzu0tt8WBg,Fri,22:00,1
7635,ZkXxc2_KpV37jpYUfNDFoQ,Thu,6:00,1
7636,5iSmZO0SrKU6EoXK_1M8Kw,Thu,8:00,39
7637,yEzyioaCCZlvlEstY9LNEQ,Wed,21:00,1
7638,X6DR-xr0rQKnxl9jeZWFzw,Mon,19:00,2
7639,v6HupiIVNu5Ocdb0k_hppA,Mon,0:00,4
7640,qze2r_DmAdagxDvvgQl7nw,Wed,18:00,4
7641,nv2z5SYQR0JlzflUrm00Mw,Sat,0:00,2
7642,bxUtoCqGF9GbiPv5DbOs4g,Thu,0:00,2
7643,3JAdi53xsn3LFOKdZjSPew,Fri,11:00,3
7644,HrogUiCtBytVyVYNq3jPtA,Tue,19:00,3
7645,igaFdtY14E_Q4_oFRPjchg,Wed,21:00,1
7646,8vkRUew3F_BlTMjnxG-VGg,Fri,6:00,1
7647,v38zwJvJiLv-yC7uEhhcKA,Mon,21:00,1
7648,qTG0LEtr13ZUCpboavjf6w,Mon,23:00,1
7649,eZElo4QB2XZswZ731mjhqQ,Tue,21:00,1
7650,nlsibvBeSc8vfus2KuQatA,Wed,1:00,11
7651,bXysvJlRPTFTZ3fdvwRsYA,Fri,21:00,1
7652,uRLjJ_HlvsAKPV6Glrzejw,Wed,0:00,1
7653,p-wnqIJkii8YWAFjEWRf8g,Mon,19:00,1
7654,_cOC9u26PMfSDlNLWpIGTQ,Sat,2:00,1
7655,3IwCop28R1_L5jMv6AkL8Q,Fri,7:00,1
7656,K0j_Znzin0jShXVnpvW86A,Sat,9:00,1
7657,UGBIdjPNmLviPOTwVwEr8w,Fri,1:00,1
7658,YWLkcMOx6YmCxDlLjBG8eA,Wed,21:00,1
7659,soVJtOagsgTYe0b1FIKe2A,Sat,16:00,1
7660,8KWWHywMjN-154i_Qi0deQ,Mon,22:00,1
7661,hdZ_4Vd9opGm5UajNUuhwA,Sun,19:00,6
7662,TubOHOaeRA9LTlCf4CtbrA,Fri,3:00,2
7663,vYn0gishV27DpfM_loZITQ,Wed,0:00,3
7664,BxnNr_5qwIaXeRIWiHK9Ng,Wed,22:00,23
7665,FLo5NZ8OXq-lgfXIn1er1A,Tue,20:00,1
7666,ZqSoPixvzl4qVwEXoDPFsA,Tue,15:00,1
7667,AkV7uVaqoRyeBX66-h6HSQ,Sun,20:00,1
7668,JOoblYsQjFT-47tkt6om0A,Wed,0:00,5
7669,7B4ZXiaDDcg04_N1A0DG9A,Wed,1:00,1
7670,KmsQdsAzOptMg9W7ZyIaGw,Fri,18:00,2
7671,a6hHcY_bH-P8brU2vrqWkg,Sun,2:00,1
7672,RMoTomZWjfr_U0oWpgfr9Q,Tue,16:00,1
7673,x6CCLCJT3wHXgCHabRIcfg,Sun,19:00,2
7674,wMCKPvpwktDF8mTlwcr23g,Fri,12:00,1
7675,nqTvE7ivdU23oUWdI01tOA,Sun,22:00,19
7676,hVcnr0TMi500pJvghwnSOQ,Mon,1:00,18
7677,rYWbCTwJV14BvcOhHlcD5A,Sun,20:00,1
7678,6RSbdKeccFWbCOIQHKbK7A,Tue,20:00,1
7679,Qc0l8rZ3nvrcERitgxu8XA,Thu,20:00,43
7680,3kqGEcELWNP3fTjEF_oKzw,Wed,0:00,1
7681,1DP5vHxJzCDbgawv0WC3yA,Fri,7:00,14
7682,xfQ62c7mx2qyiXFWhpLqKg,Thu,3:00,3
7683,ZfMUFpWaC-DHksEeJSYnAw,Mon,0:00,1
7684,I3UkP4Mmp0cmfe3vTev0jw,Thu,0:00,2
7685,BIp4sjXzotgTFM_Li3zTZA,Mon,6:00,1
7686,SevK-sB1sjI_7sBXRnVdWg,Wed,22:00,1
7687,RZ1lcRGqv0utsBOlCbzcPA,Fri,2:00,4
7688,zeY04IdSTpTidD0ewUqnbA,Fri,0:00,1
7689,5L4XcFz1YKeurNGeMR-fsQ,Fri,4:00,1
7690,Dqz6wpV1Jg9b2djjMamjQA,Wed,2:00,5
7691,1CWMNSTRMejdSyXBG2chNg,Sat,7:00,10
7692,CbI4IFtWCNm4rLvWr0veEw,Sun,1:00,6
7693,sl5ak_xmGQmk7pYEIw5cEA,Sat,21:00,1
7694,yquZns3fydnxOVLk9yIQ8A,Tue,17:00,3
7695,q9SVBDGK8EZZ7ICUao1skA,Sat,15:00,2
7696,nnB9aw5tLaYZHgAvwzpPOg,Sat,20:00,7
7697,MpovsyjkSkchD7ssAdEVKQ,Fri,21:00,1
7698,O54jXbKjZte4qVYabYjGjg,Thu,18:00,1
7699,4mW8EoHTMPMSBhfA8XzZxw,Sat,19:00,2
7700,5EIuCcoHY2evAhFMBV6G6g,Thu,19:00,4
7701,x-HiCsQUNdtbghzW4_ra2Q,Mon,3:00,4
7702,8u6NUtxSPH3CbLKTQsN5SQ,Sat,4:00,1
7703,mp0-F-sgWSV6OxGgt67nXw,Tue,0:00,1
7704,aZshH0IfszzZyXkoVLPVuw,Sat,22:00,1
7705,LgqGDQsUurUh6qUocPeSsQ,Sat,23:00,4
7706,_-TX913SZTfkZuUYB76vPQ,Sat,16:00,1
7707,HIFI8zHwSuAfwkwtTpLdKA,Fri,16:00,3
7708,xbiT_fpp8CboNbyNlSyywQ,Sun,0:00,2
7709,HrXrd_S6cDbSjpsRxIGsog,Wed,18:00,1
7710,5-cghsJrQjAz9nN4DNClEw,Fri,15:00,1
7711,RlWKtC4DZaL240cJkaaRBA,Tue,22:00,17
